Frequency (Hz),Real,Imag,Magnitude,Magnitude (dB)
289.0,-6.680079576419664e-12,-3.755533676120319e-12,1.5326773481691824e-15,-239.9866975253018
290.0,6.844039954390692e-14,4.840043392222317e-12,9.681054514232351e-16,-239.99159521059602
291.0,-4.587471425214004e-12,4.417453069800558e-12,1.2737155993556078e-15,-239.98894368667925
292.0,-3.020113510657567e-12,-2.325904877389671e-12,7.623888539563373e-16,-239.99338049755016
293.0,1.3842538029565096e-12,2.84502714345887e-12,6.327823650519125e-16,-239.9945054604528
294.0,-4.963739576257035e-12,2.9726563162633195e-12,1.1571585225114246e-15,-239.98995485956942
295.0,2.802671306553626e-12,-1.1932937684627155e-12,6.092262788301555e-16,-239.99470993903597
296.0,2.3870675048942225e-12,4.7066877800289875e-12,1.0554809544770787e-15,-239.99083704372705
297.0,-3.941040596948649e-12,4.3684711424738315e-12,1.1766960713697312e-15,-239.9897853563741
298.0,2.591324779337737e-12,-2.1809834690045116e-13,5.200973370795309e-16,-239.99548366629386
299.0,-3.599101747035403e-12,5.4752634432949356e-12,1.3104509629741238e-15,-239.98862501911006
300.0,-2.1268779867529254e-12,1.386693795349001e-12,5.078003407873451e-16,-239.99559042177967
301.0,-1.3790562485275141e-13,-2.7357958943058383e-12,5.478538906192676e-16,-239.99524270460074
302.0,4.098734560129346e-12,6.693925691028872e-12,1.5698186666161803e-15,-239.98637541957459
303.0,-3.980203130348773e-12,4.0415557586607954e-12,1.134481201416796e-15,-239.9901516068408
304.0,-3.3632611672998934e-12,8.599834389584164e-12,1.846820805684643e-15,-239.98397351277458
305.0,-4.912810997836504e-12,8.739241158849171e-13,9.979870792908803e-16,-239.99133591697176
306.0,-2.812929716862253e-12,-1.4604112229008928e-12,6.338887767418393e-16,-239.99449585636563
307.0,1.4408957446150583e-12,9.622076279649437e-13,3.465270013239203e-16,-239.99699062609443
308.0,-1.4374265991962492e-12,3.67668334123302e-12,7.895364619769576e-16,-239.99314487925398
309.0,-4.099397808255654e-12,-2.697330009292246e-12,9.814408096132902e-16,-239.99147949394398
310.0,2.05856699423714e-12,1.0036934703436462e-12,4.580436071892285e-16,-239.99602239466736
311.0,-2.794598487759428e-12,5.292992356402824e-12,1.197088948954521e-15,-239.9896084360754
312.0,-1.3848657463773984e-12,-4.46034975013449e-12,9.340786482735645e-16,-239.9918904828219
313.0,8.259935603975e-13,2.9530536491225317e-12,6.132794213542156e-16,-239.99467475539345
314.0,8.902762468795051e-13,7.492986032175245e-12,1.5091379191330548e-15,-239.98690167569066
315.0,-4.9879756202243695e-12,9.331751257206244e-13,1.0149032782135722e-15,-239.99118913246542
316.0,-1.8189072018636112e-14,2.8441060879139896e-12,5.688328500236362e-16,-239.9950605853597
317.0,-9.825501535898009e-13,-2.1833820874403064e-12,4.788553912852828e-16,-239.99584171044893
318.0,-4.421875080634911e-12,4.2288326344505354e-12,1.2236993859430322e-15,-239.98937758018312
319.0,-2.6598154295192912e-12,-1.6685352951820082e-12,6.279690486123341e-16,-239.99454724205012
320.0,-2.8995329719928135e-12,-2.0646134581111744e-12,7.1189662696454065e-16,-239.99381874441102
321.0,-1.3218251231227476e-12,-4.498533992564661e-13,2.792554197820386e-16,-239.99757475685834
322.0,-1.5471661046383155e-12,2.783182910035326e-12,6.368619965441305e-16,-239.9944700477047
323.0,-2.5377241039994758e-12,-4.910191571165716e-13,5.169581584877218e-16,-239.99551091872152
324.0,7.757631575034301e-13,1.7830636985931714e-12,3.8890228231680264e-16,-239.9966226943742
325.0,-1.672093145245737e-12,1.2577124729953004e-13,3.3536331898554803e-16,-239.9970875595582
326.0,-1.4980092811943537e-12,-1.4529477953344696e-12,4.173770047576517e-16,-239.99637546574522
327.0,1.283188997173442e-13,-3.0042138709346533e-12,6.013906125752494e-16,-239.9947779575961
328.0,-2.1176849163849542e-13,6.160612837082271e-13,1.3028851051955002e-16,-239.99886840209203
329.0,-2.0008760070466486e-12,1.2530148169717797e-12,4.721673824874294e-16,-239.9958997741453
330.0,4.8373419197106246e-14,1.0592260627402692e-12,2.120660123332423e-16,-239.99815821330415
331.0,6.861919586325872e-13,9.577637076557951e-13,2.3564131418701615e-16,-239.99795348666288
332.0,-1.1362719563869712e-12,-1.1716641392573467e-12,3.2642982793201567e-16,-239.997165129208
333.0,2.2744441628673733e-13,7.821403602095711e-13,1.6290788876770485e-16,-239.9985851153018
334.0,-4.620910644815153e-13,2.5083692945244575e-12,5.101154641681346e-16,-239.9955703231029
335.0,-4.126109348016501e-12,-1.9739042827740877e-12,9.147912651385133e-16,-239.99205785617744
336.0,1.1213033556934143e-12,3.9702613212671327e-13,2.379034228489208e-16,-239.9979338428878
337.0,6.588651520715979e-13,1.8445164282540424e-12,3.917317522342747e-16,-239.99659812749962
338.0,9.363127338333687e-13,2.503025110211292e-13,1.9383837417415563e-16,-239.99831650443207
339.0,-2.051367570096036e-12,4.228898726943242e-12,9.400360280411362e-16,-239.99183878612146
340.0,-3.706643790659401e-12,2.3043877174756933e-13,7.427599940319464e-16,-239.9935508634482
341.0,-3.504097916642784e-12,-2.4391245714795714e-12,8.538859615807185e-16,-239.99258640550607
342.0,3.213027012130094e-13,-9.330459603675195e-13,1.973636430515938e-16,-239.99828589032379
343.0,-1.2567139498761352e-12,5.033710078276326e-13,2.7075541164192333e-16,-239.99764856669285
344.0,-1.6651701367568585e-13,-1.1081610967708133e-12,2.2412040801674093e-16,-239.99805353298368
345.0,-1.8028731515355348e-12,9.645168961026083e-13,4.0893248554719067e-16,-239.9964487836155
346.0,-1.9571694590552543e-12,-3.8899507571069637e-13,3.990904388925301e-16,-239.99653423602282
347.0,-4.11761780954789e-12,-7.803602076701276e-13,8.381822827815183e-16,-239.9927226906252
348.0,2.076808196023242e-12,-8.765821743180192e-12,1.8016965684185555e-15,-239.98436474321403
349.0,4.888583693217134e-12,3.0179077577981333e-12,1.1490172802907124e-15,-239.9900254920554
350.0,8.314708734167375e-13,-1.12565944050425e-12,2.798894774254105e-16,-239.9975692510429
351.0,2.834594132719768e-12,2.7425280797824777e-12,7.888316465671163e-16,-239.9931509963753
352.0,-1.5032969747135269e-12,3.6165992500386716e-13,3.0923775290456666e-16,-239.99731441022783
353.0,9.114533107919647e-13,1.180070627073324e-12,2.9821561479136946e-16,-239.997410118234
354.0,-3.5399104912676715e-12,2.881264870851774e-12,9.128560355760686e-16,-239.9920746500212
355.0,-6.658016744866854e-13,-2.49138516366367e-12,5.157631977360434e-16,-239.99552129266203
356.0,-8.741040653798378e-13,-9.785452442089328e-13,2.6242017544979113e-16,-239.997720946339
357.0,2.5558893585993325e-13,-5.816258970907039e-13,1.2706130619517165e-16,-239.99889642962617
358.0,3.623351284316303e-13,7.319726163594495e-13,1.6334878712689162e-16,-239.99858128633193
359.0,1.5773815114561477e-12,-5.304790297646838e-13,3.328387257338762e-16,-239.99710948057273
360.0,-2.247111077138336e-12,2.4157775964673627e-12,6.598633067110625e-16,-239.99427039031346
361.0,8.643858925571878e-13,-1.2609590366758621e-12,3.05756809469644e-16,-239.99734463602397
362.0,-4.134324646326058e-13,1.6938842920679055e-12,3.487216883261825e-16,-239.99697156990973
363.0,7.108270521786227e-13,-5.967367290636623e-13,1.8562002283401963e-16,-239.99838787458378
364.0,-1.0872563429638598e-12,-1.3695482955118991e-12,3.497306900490544e-16,-239.9969628088917
365.0,1.7639400314415574e-12,1.3606326549716325e-12,4.455471089030742e-16,-239.9961308888552
366.0,-3.4336480039752996e-12,2.854472437393812e-12,8.930386668234369e-16,-239.9922466262137
367.0,1.2423697198974065e-12,-1.7382681542957005e-13,2.508942632010821e-16,-239.99782103345268
368.0,-2.46769903355493e-12,4.504988911476488e-13,5.016966322842201e-16,-239.9956434111718
369.0,-3.3366102018569086e-12,1.4768387307940897e-12,7.297676418123538e-16,-239.99366363055938
370.0,-7.390111379248187e-12,-3.503680279687359e-12,1.635720290269258e-15,-239.98580392132428
371.0,-1.1803759513515616e-12,-7.314989540011185e-12,1.4819225264095577e-15,-239.98713771258804
372.0,6.014421533439095e-12,-6.3231421852855564e-12,1.745341152637314e-15,-239.984853373541
373.0,4.347031727701497e-12,3.502766176793757e-12,1.1165313382244821e-15,-239.9903073420905
374.0,2.1815519270484622e-13,-4.5026031692049027e-13,1.0006518697277868e-16,-239.99913088831252
375.0,-1.1034245581913981e-12,-2.67878447339923e-12,5.794284083661991e-16,-239.99496860631726
376.0,1.7473229683098474e-12,1.4522121146394434e-12,4.544032386103207e-16,-239.99605400008792
377.0,2.444966428485066e-12,-6.627212725832855e-13,5.066383452346823e-16,-239.99560050962805
378.0,1.7048006180592904e-12,-4.85879402401293e-12,1.0298392984367821e-15,-239.99105953234152
379.0,4.9495595931756815e-12,4.186081610438352e-12,1.2964786063124614e-15,-239.98874622347242
380.0,3.279922091776257e-12,2.7440760088749846e-12,8.552857316851533e-16,-239.99257425763884
381.0,-2.8615054519782673e-12,2.336318988825977e-13,5.742054446233277e-16,-239.99501394625105
382.0,-5.011513196704976e-13,3.220712324645585e-12,6.518938724464728e-16,-239.99433956656873
383.0,2.964022955387581e-13,-1.5573544907762322e-12,3.170619706455848e-16,-239.99724647121113
384.0,7.026048345000209e-13,-6.290957310141073e-13,1.88617601749463e-16,-239.9983618428152
385.0,-1.2969601149093378e-12,8.775659698515296e-13,3.1319179881389605e-16,-239.9972800765066
386.0,7.698991844053623e-13,-3.863196113118274e-12,7.878332047473038e-16,-239.99315966189943
387.0,2.7450398965313115e-12,-4.854679739601287e-13,5.575275127664854e-16,-239.99515872700002
388.0,1.911142334382372e-12,2.549261331026415e-12,6.372189060640016e-16,-239.99446694960164
389.0,-1.6967886551076447e-12,-8.402130445505071e-13,3.7868454947805e-16,-239.99671141042535
390.0,2.766126146258451e-12,3.3381309695546577e-13,5.572390883889475e-16,-239.9951612308267
391.0,-1.8036971902153992e-12,9.93301661144795e-13,4.118238334056899e-16,-239.9964236799891
392.0,8.167346564858214e-13,-2.5711392424446614e-12,5.395484224105904e-16,-239.99531480577951
393.0,3.5595066466765165e-12,-1.3102540769525252e-13,7.123834704762879e-16,-239.99381451875126
394.0,2.8350421855664294e-12,3.052031258371162e-12,8.331232560915808e-16,-239.992766596083
395.0,-4.516873234856794e-13,1.1482148268133152e-12,2.467726667774685e-16,-239.99785682427841
396.0,3.1818532920720955e-12,9.056672915456093e-13,6.616471450930804e-16,-239.99425490632126
397.0,-1.3651180647719481e-12,2.369234110660415e-12,5.468754008687375e-16,-239.99525119900517
398.0,1.363960067685686e-12,-1.107063381006971e-12,3.5133894721808034e-16,-239.99694884464236
399.0,1.9840402704993404e-12,-3.078574481199437e-14,3.968558205215958e-16,-239.99655363794994
400.0,-2.3379165924824467e-13,7.534762710967637e-13,1.577827659841126e-16,-239.99862962441586
401.0,4.119544879486184e-12,1.0248884726673436e-12,8.490240608017476e-16,-239.9926285995134
402.0,-8.947025922086754e-13,2.4187504041609933e-12,5.157846933026955e-16,-239.99552110605015
403.0,-2.592505001780249e-13,-3.264708844800836e-14,5.225960360610791e-17,-239.999546090711
404.0,3.046511647437113e-12,3.945546179662937e-12,9.969667571955004e-16,-239.99134477054565
405.0,-1.802601807128839e-12,2.2587614057558668e-12,5.779749601218508e-16,-239.99498122350673
406.0,-3.593185877532911e-12,-1.3504377435811067e-12,7.677152297509901e-16,-239.99333426860542
407.0,2.0530845753958324e-12,-1.9830769416710683e-12,5.70885292517359e-16,-239.99504276822395
408.0,3.1823029904583375e-12,2.0255429555666028e-12,7.54450172984951e-16,-239.99344939980017
409.0,1.519750013489551e-12,-9.372853328223454e-13,3.5710748514280045e-16,-239.99689875750062
410.0,3.38058507523932e-12,3.4081454792566787e-12,9.600793937734228e-16,-239.99166485690154
411.0,2.3162268031939114e-12,2.0322281474033398e-12,6.162745442392472e-16,-239.99464875607038
412.0,-2.4701473092679573e-12,2.1898727518979362e-13,4.959670616554604e-16,-239.99569315277725
413.0,3.1723799990758566e-12,-9.14579713432669e-13,6.603166183206089e-16,-239.9942664554962
414.0,4.643958129684273e-12,4.108512038838905e-12,1.240100290840138e-15,-239.98923529900935
415.0,-1.5380928707539202e-12,2.4286000034724824e-12,5.749374802856594e-16,-239.99500759152136
416.0,5.474614957308884e-13,6.2340821868186904e-12,1.2516148736942687e-15,-239.98913540906213
417.0,-4.461453611644329e-12,2.9016708901184118e-12,1.0644108658486121e-15,-239.99075956162923
418.0,-3.464328322830329e-12,-2.5784485219739917e-12,8.63712162906932e-16,-239.99250112944083
419.0,5.119536308493122e-12,1.0487879847648393e-12,1.0451719141072722e-15,-239.99092649296307
420.0,1.7353984382538612e-12,5.337523225675503e-12,1.1225107914691842e-15,-239.99025546329892
421.0,-2.6481590405003773e-12,-7.853671186027498e-13,5.52432722230183e-16,-239.99520295524252
422.0,1.9318721279208696e-12,3.8303014640800494e-12,8.579822661190913e-16,-239.9925508558851
423.0,-3.058919107766839e-13,1.816371170429124e-12,3.683896898581543e-16,-239.9968007970506
424.0,1.798104107676586e-12,-3.7643283418065523e-13,3.6741693269051673e-16,-239.99680924320467
425.0,-1.6076197207826493e-13,5.10790589669008e-12,1.0220870229311744e-15,-239.99112679873818
426.0,-2.7709998928747827e-12,-1.1506267699306823e-12,6.000794070785357e-16,-239.9947893397447
427.0,1.002006549575552e-12,-4.049592871666191e-12,8.343433238575576e-16,-239.99275600753705
428.0,-4.733357511797531e-13,8.418339560629114e-12,1.6863272243713327e-15,-239.98536508399891
429.0,9.658481030141467e-13,1.470689468219108e-13,1.9539619578848834e-16,-239.99830297599829
430.0,2.0737097504201943e-12,1.7807615106488355e-13,4.162683386742676e-16,-239.99638509148426
431.0,4.848258164195271e-13,1.2394682440458451e-11,2.48083218998848e-15,-239.97847845003992
432.0,-3.3349070812305064e-12,2.5303058900783704e-12,8.3723480906629e-16,-239.99273091338904
433.0,4.636449908778086e-12,-5.644647957745507e-12,1.4609410436220738e-15,-239.98731968766805
434.0,-3.5847054923914734e-12,1.348577527806332e-11,2.7908152810073646e-15,-239.9757930493431
435.0,1.986329037788402e-12,2.405323964593231e-13,4.0016790876370205e-16,-239.99652488097698
436.0,1.034383629601353e-11,-8.597113956946846e-12,2.6900209494162466e-15,-239.97666614513665
437.0,-1.2694711108707783e-11,5.0415668469345704e-11,1.039787539326093e-14,-239.91015151322617
438.0,-7.895121371933753e-12,-1.2290331905282372e-11,2.9215420573359333e-15,-239.97466080488206
439.0,-5.087312476768483e-11,8.52532451182149e-12,1.0316503248020217e-14,-239.91085105738844
440.0,1.894891348097683e-11,-2.7120720941213717e-11,6.616932299731452e-15,-239.94271537223096
441.0,-3.909883841949057e-12,-2.339816045766622e-12,9.113052350461127e-16,-239.99208810782886
442.0,-8.374231998522109e-12,2.3858110092756517e-12,1.7414919550437493e-15,-239.98488674905906
443.0,2.9298686560008423e-12,-1.470881206678094e-11,2.999555185405308e-15,-239.9739851916468
444.0,2.830113134432589e-12,8.680467478244353e-13,5.920488327865003e-16,-239.9948590508744
445.0,-6.834143847071267e-12,3.074406506839161e-14,1.3668425998628954e-15,-239.9881358623835
446.0,5.142002687397613e-12,-1.8477804841767242e-12,1.0927851454866807e-15,-239.99051337130808
447.0,-2.8540651384774704e-12,-1.147305775275941e-12,6.152072287174119e-16,-239.99465802095045
448.0,-3.735502104658645e-12,-3.982690747275659e-13,7.513346585854674e-16,-239.9934764404557
449.0,2.238717999136933e-12,-7.534966457142205e-12,1.5721014953229685e-15,-239.98635562227713
450.0,5.940703976405644e-12,6.9939827410325835e-12,1.8352957071506865e-15,-239.9840734345467
451.0,-8.100059612225853e-12,-1.0063991598770263e-11,2.5837561233346372e-15,-239.97758672223011
452.0,9.381821099434739e-12,5.183463127751737e-13,1.879225904906235e-15,-239.9836925690637
453.0,5.7022907146282145e-12,-9.999550992001718e-13,1.1578606063693779e-15,-239.98994876839708
454.0,-3.2915830162577742e-12,6.3698888346974165e-12,1.4340153767560434e-15,-239.98755322300158
455.0,2.5055711953300994e-12,5.486592222702342e-12,1.2063263444538666e-15,-239.98952829738084
456.0,-3.650142016386269e-12,-7.786872736635759e-12,1.7199874854934227e-15,-239.98507321178988
457.0,-6.550539420930519e-13,7.70915733859067e-12,1.5473875085213533e-15,-239.98656995094106
458.0,-2.7466959676664474e-13,1.440891725450624e-13,6.203388655651747e-17,-239.9994611972194
459.0,-2.151145668216237e-12,-1.3631048641223452e-12,5.093322120769304e-16,-239.9955771228781
460.0,-8.865099751032669e-13,1.4492475296786423e-13,1.7965557269179174e-16,-239.99843967167936
461.0,5.540172090447615e-13,2.8025385090631044e-12,5.713547816444488e-16,-239.99503869262088
462.0,-1.928278406189964e-12,-3.6366442807037268e-12,8.23248182169961e-16,-239.9928522989074
463.0,-1.190347731057489e-12,7.6540310885317e-13,2.830384878334259e-16,-239.99754190678243
464.0,2.269918087219192e-12,1.5079996386270603e-12,5.450354495914621e-16,-239.99526717189843
465.0,9.103767762494767e-15,-3.6300106200491844e-13,7.262304031205856e-17,-239.99936922719073
466.0,-1.7039652028258755e-12,9.249047527392542e-13,3.8776003992578126e-16,-239.9966326119142
467.0,-1.667198947079379e-12,3.5305734354371157e-12,7.808841428062635e-16,-239.99321997337873
468.0,-3.6496453943839975e-12,-4.219308277226129e-12,1.1157503993818196e-15,-239.9903141176766
469.0,-1.3048935293342666e-12,-2.096571810323397e-12,4.938971746726708e-16,-239.99571112269325
470.0,2.3204879569713663e-12,4.910004155210192e-13,4.743730922592875e-16,-239.99588062465654
471.0,4.5127652499914443e-13,6.628531607604621e-14,9.122373488135743e-17,-239.99920767684526
472.0,-3.5194422034969495e-12,1.6218208144406904e-12,7.750297072476263e-16,-239.99327078483074
473.0,-1.2282783815039939e-12,1.1772438836968598e-12,3.4026877283534184e-16,-239.99704496571633
474.0,5.632377568647323e-13,-3.3401228422316093e-12,6.774557512326655e-16,-239.99411768638882
475.0,1.4559989326037946e-12,2.3760260247462672e-12,5.57330514578735e-16,-239.9951604371512
476.0,-2.4743987028735423e-12,2.249749741985051e-12,6.688504419477966e-16,-239.99419238087472
477.0,-2.0746795064050597e-12,7.258879185093711e-13,4.3960019674859155e-16,-239.99618252022714
478.0,-3.876165128806457e-12,-2.2242540392939425e-12,8.938000254439603e-16,-239.9922400190397
479.0,-2.3976055523102476e-13,2.814481924599281e-12,5.649351689438625e-16,-239.99509442100648
480.0,-6.4253202872699364e-12,-2.8162250944972424e-12,1.4030803908098583e-15,-239.9878215402546
481.0,7.236450600605287e-13,-4.235751229029672e-12,8.594242409235705e-16,-239.99253834179694
